ticker,fiscal_year,section,chunk_id,prompt_tokens,completion_tokens,total_tokens,latency_sec,n_nodes,n_relationships,status
AMAT,2023,Item_1,AMAT_2023_Item_1_0006_677c3ff4,2655,631,3286,8.534,1,0,ok
AMAT,2023,Item_1,AMAT_2023_Item_1_0007_cc086d16,2692,1021,3713,12.718,0,0,ok
AMAT,2023,Item_1,AMAT_2023_Item_1_0000_d9003eb9,2465,1517,3982,13.557,5,4,ok
AMAT,2023,Item_1,AMAT_2023_Item_1_0004_148f2c8e,2627,1976,4603,20.782,11,0,ok
AMAT,2023,Item_1,AMAT_2023_Item_1_0003_b41a9779,2843,2738,5581,24.054,14,13,ok
AMAT,2023,Item_1,AMAT_2023_Item_1_0005_6b743fa5,2650,3356,6006,28.392,8,7,ok
AMAT,2023,Item_1,AMAT_2023_Item_1_0008_a116cdf5,2777,2259,5036,21.422,12,4,ok
AMAT,2023,Item_1,AMAT_2023_Item_1_0009_24c8c99f,2745,2238,4983,21.855,6,5,ok
AMAT,2023,Item_1,AMAT_2023_Item_1_0002_1b614f7c,2710,5045,7755,50.62,13,0,ok
AMAT,2023,Item_1,AMAT_2023_Item_1_0001_39fb8247,2788,7173,9961,57.011,29,28,ok
AMAT,2023,Item_1A,AMAT_2023_Item_1A_0000_80322d84,2767,5245,8012,46.928,12,10,ok
AMAT,2023,Item_1A,AMAT_2023_Item_1A_0002_d2a0ff71,2696,7561,10257,62.899,31,10,ok
AMAT,2023,Item_1A,AMAT_2023_Item_1A_0001_3ac4f9ee,2808,8679,11487,76.586,24,10,ok
AMAT,2023,Item_1A,AMAT_2023_Item_1A_0009_7f28d90a,2803,783,3586,10.201,0,0,ok
AMAT,2023,Item_1A,AMAT_2023_Item_1A_0011_6016e0c9,2276,826,3102,8.276,4,3,ok
AMAT,2023,Item_1A,AMAT_2023_Item_1A_0007_3655ad30,2799,7301,10100,56.286,31,28,ok
AMAT,2023,Item_1A,AMAT_2023_Item_1A_0010_f6b222e4,2803,1822,4625,20.081,3,0,ok
AMAT,2023,Item_1A,AMAT_2023_Item_1A_0004_cde6f5b3,2610,8838,11448,83.728,17,17,ok
AMAT,2023,Item_1A,AMAT_2023_Item_1A_0003_4029b35e,2840,11265,14105,95.127,19,25,ok
AMAT,2023,Item_1A,AMAT_2023_Item_1A_0008_f8af9da1,2738,6931,9669,67.125,24,6,ok
AMAT,2023,Item_1A,AMAT_2023_Item_1A_0005_d95fb353,2777,12870,15647,100.929,22,16,ok
AMAT,2023,Item_1A,AMAT_2023_Item_1A_0006_8dfc9ddb,2836,11775,14611,94.695,46,9,ok
AMAT,2023,Item_1A,AMAT_2023_Item_1A_0012_a59bc0cd,2792,3864,6656,40.005,4,2,ok
AMAT,2023,Item_1A,AMAT_2023_Item_1A_0014_6d1c7233,2718,5848,8566,51.46,19,4,ok
AMAT,2023,Item_1A,AMAT_2023_Item_1A_0013_16c622a3,2685,7334,10019,59.874,32,11,ok
AMAT,2023,Item_7,AMAT_2023_Item_7_0000_584ac877,2873,2768,5641,25.814,8,7,ok
AMAT,2023,Item_1A,AMAT_2023_Item_1A_0018_711ae210,2866,3982,6848,36.177,15,14,ok
AMAT,2023,Item_1A,AMAT_2023_Item_1A_0016_498695ab,2766,5656,8422,48.632,11,6,ok
AMAT,2023,Item_1A,AMAT_2023_Item_1A_0019_3a20583c,2376,3178,5554,31.917,15,0,ok
AMAT,2023,Item_1A,AMAT_2023_Item_1A_0017_3fc3c87d,2816,5453,8269,50.432,9,16,ok
AMAT,2023,Item_1A,AMAT_2023_Item_1A_0015_3a1b1767,2613,6962,9575,65.536,8,5,ok
AMAT,2023,Item_7,AMAT_2023_Item_7_0002_b1f60083,3569,3802,7371,33.301,14,14,ok
AMAT,2023,Item_7,AMAT_2023_Item_7_0004_fd18c640,3021,4165,7186,40.302,7,0,ok
AMAT,2023,Item_7,AMAT_2023_Item_7_0001_55c419c2,3107,5366,8473,47.828,13,12,ok
AMAT,2023,Item_7,AMAT_2023_Item_7_0006_ebb351f5,3196,5333,8529,47.942,17,5,ok
AMAT,2023,Item_7,AMAT_2023_Item_7_0005_34a2885e,3222,7724,10946,60.226,18,10,ok
AMAT,2023,Item_7,AMAT_2023_Item_7_0003_51dcc0af,2945,8749,11694,71.424,24,14,ok
AMAT,2023,Item_7,AMAT_2023_Item_7_0009_99531729,3049,4449,7498,37.958,19,0,ok
AMAT,2023,Item_7,AMAT_2023_Item_7_0010_de847137,2905,3213,6118,33.192,4,0,ok
AMAT,2023,Item_7,AMAT_2023_Item_7_0008_9e5867ce,3076,8273,11349,72.415,15,16,ok
AMAT,2023,Item_7,AMAT_2023_Item_7_0007_b22d118d,3232,9442,12674,82.02,20,20,ok
AMAT,2023,Item_7,AMAT_2023_Item_7_0013_f2dd57b4,2801,3570,6371,31.794,4,1,ok
AMAT,2023,Item_7,AMAT_2023_Item_7_0011_e58213cf,2855,5645,8500,51.467,9,5,ok
AMAT,2023,Item_7,AMAT_2023_Item_7_0014_1b71f382,2799,3592,6391,32.123,12,0,ok
AMAT,2023,Item_7,AMAT_2023_Item_7_0015_623f3b79,2879,5176,8055,41.228,21,3,ok
AMAT,2023,Item_7,AMAT_2023_Item_7_0016_7a4674e0,2299,4860,7159,42.051,6,7,ok
AMAT,2023,Item_7,AMAT_2023_Item_7_0012_a829f6b1,2911,9725,12636,87.366,11,14,ok
AMAT,2024,Item_1,AMAT_2024_Item_1_0006_eaa95aea,2638,1252,3890,11.919,3,2,ok
AMAT,2024,Item_1,AMAT_2024_Item_1_0000_660b9282,2658,1432,4090,14.089,5,4,ok
AMAT,2024,Item_1,AMAT_2024_Item_1_0005_a0fe59d9,2738,1580,4318,18.032,4,0,ok
AMAT,2024,Item_1,AMAT_2024_Item_1_0004_f753747a,2678,2064,4742,20.49,5,0,ok
AMAT,2024,Item_1,AMAT_2024_Item_1_0003_dedca775,2641,2228,4869,23.094,6,5,ok
AMAT,2024,Item_1,AMAT_2024_Item_1_0008_5841b880,2167,1208,3375,11.599,3,2,ok
AMAT,2024,Item_1,AMAT_2024_Item_1_0001_0254fa75,2877,2769,5646,26.28,8,7,ok
AMAT,2024,Item_1,AMAT_2024_Item_1_0007_f479e86e,2898,4530,7428,41.501,18,6,ok
AMAT,2024,Item_1,AMAT_2024_Item_1_0002_d6724567,2717,5431,8148,47.439,21,20,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0000_2a32b2da,2719,3801,6520,38.71,12,0,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0003_57b4bf93,2370,4351,6721,45.058,12,0,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0005_d817fd11,2619,5737,8356,58.979,12,9,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0002_cb474dc5,2637,7376,10013,72.012,37,12,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0001_8d6656b5,2800,9324,12124,77.325,26,27,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0007_df54b3fd,2833,6273,9106,60.342,14,2,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0004_bc2da6cb,2814,8541,11355,84.36,14,14,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0011_1141d7d2,2729,1552,4281,17.202,4,3,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0010_f816ca77,2689,2286,4975,24.662,3,0,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0008_a88f9f4d,2792,7736,10528,64.287,31,31,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0006_9f7b75e8,2846,8255,11101,78.298,18,13,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0013_580896f5,2396,1289,3685,16.004,2,0,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0009_1da99ee2,2793,6468,9261,65.516,25,0,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0012_e8cc6a2b,2799,3736,6535,39.503,8,2,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0014_216ca590,2787,3266,6053,34.704,6,2,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0021_1a86bd88,2652,1070,3722,13.745,1,0,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0018_ebdc4260,2707,3818,6525,39.619,9,2,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0019_eb604b46,2795,4096,6891,41.025,7,9,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0016_e87150c7,2766,5920,8686,55.317,17,8,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0022_da003ff6,2623,2019,4642,22.819,7,0,ok
AMAT,2024,Item_7,AMAT_2024_Item_7_0000_24790cb5,2823,2314,5137,26.857,4,0,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0015_1b887c12,2706,7528,10234,68.724,30,2,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0020_f9e6931f,2624,4395,7019,46.72,8,0,ok
AMAT,2024,Item_1A,AMAT_2024_Item_1A_0017_343b7d75,2866,6126,8992,65.016,13,7,ok
AMAT,2024,Item_7,AMAT_2024_Item_7_0001_420f65c5,2861,6022,8883,52.97,13,17,ok
AMAT,2024,Item_7,AMAT_2024_Item_7_0002_67b070df,3320,6216,9536,57.833,16,15,ok
AMAT,2024,Item_7,AMAT_2024_Item_7_0003_556637db,3173,7472,10645,61.605,27,25,ok
AMAT,2024,Item_7,AMAT_2024_Item_7_0008_3f0e7bab,2956,4257,7213,46.613,9,0,ok
AMAT,2024,Item_7,AMAT_2024_Item_7_0007_5a109606,2975,4985,7960,49.463,10,2,ok
AMAT,2024,Item_7,AMAT_2024_Item_7_0009_7bf819a9,2948,2448,5396,25.374,5,0,ok
AMAT,2024,Item_7,AMAT_2024_Item_7_0006_d55a4d74,3042,8216,11258,70.03,21,0,ok
AMAT,2024,Item_7,AMAT_2024_Item_7_0011_d7f81096,2299,2475,4774,25.173,6,0,ok
AMAT,2024,Item_7,AMAT_2024_Item_7_0005_648be5c0,2990,9270,12260,84.168,24,22,ok
AMAT,2024,Item_7,AMAT_2024_Item_7_0004_ce3e8305,3143,10838,13981,94.261,36,16,ok
AMAT,2024,Item_7,AMAT_2024_Item_7_0010_49ea986b,2834,7103,9937,62.104,18,22,ok
AMAT,2025,Item_1,AMAT_2025_Item_1_0005_da51b700,2667,836,3503,8.364,4,3,ok
AMAT,2025,Item_1,AMAT_2025_Item_1_0000_be79fc19,2702,1178,3880,11.877,3,2,ok
AMAT,2025,Item_1,AMAT_2025_Item_1_0007_feb4b75c,2297,1706,4003,17.522,2,1,ok
AMAT,2025,Item_1,AMAT_2025_Item_1_0004_fd6e3679,2661,1665,4326,17.931,4,0,ok
AMAT,2025,Item_1,AMAT_2025_Item_1_0002_596c1292,2552,2136,4688,20.612,6,0,ok
AMAT,2025,Item_1,AMAT_2025_Item_1_0003_95273100,2681,2506,5187,24.304,3,0,ok
AMAT,2025,Item_1,AMAT_2025_Item_1_0001_f16905dc,2792,3427,6219,26.158,16,15,ok
AMAT,2025,Item_1,AMAT_2025_Item_1_0006_adc41603,2809,4258,7067,36.762,14,3,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0004_e1685984,2841,2948,5789,24.691,9,8,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0006_cfdc01ae,2784,3293,6077,27.74,11,0,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0000_17bf1942,2729,7686,10415,55.25,18,20,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0007_af83f166,2633,3386,6019,27.852,12,0,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0001_849de249,2782,7277,10059,54.437,27,18,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0003_b2120e23,2622,5955,8577,50.853,11,6,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0005_579f52bf,2814,6900,9714,52.474,26,22,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0008_40391d00,2820,3183,6003,31.063,4,0,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0010_639df561,2541,1754,4295,17.183,2,0,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0012_4297612f,2178,1612,3790,15.826,2,1,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0002_6aca17cf,2806,8219,11025,65.485,16,13,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0009_cb9ccf3c,2665,3187,5852,29.961,15,1,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0019_2639f562,2647,1945,4592,19.494,2,0,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0011_bca93eff,2777,5711,8488,50.612,9,4,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0017_af7d9be8,2821,4160,6981,37.828,10,8,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0018_bc98f4c1,2730,4524,7254,38.574,11,5,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0014_51c068d4,2729,5496,8225,46.793,17,5,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0020_6c23cba5,2593,2171,4764,18.709,9,0,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0013_809f6fa1,2726,7048,9774,59.657,31,10,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0016_29b5b9bb,2815,6833,9648,55.018,17,11,ok
AMAT,2025,Item_7,AMAT_2025_Item_7_0000_61b49b7b,2802,2231,5033,22.891,5,0,ok
AMAT,2025,Item_1A,AMAT_2025_Item_1A_0015_e00ebd7b,2856,10369,13225,81.852,20,21,ok
AMAT,2025,Item_7,AMAT_2025_Item_7_0006_a68a10c9,3059,4049,7108,34.39,21,0,ok
AMAT,2025,Item_7,AMAT_2025_Item_7_0007_18b8f628,2997,3778,6775,33.569,10,0,ok
AMAT,2025,Item_7,AMAT_2025_Item_7_0001_983d9049,2785,7141,9926,53.828,24,22,ok
AMAT,2025,Item_7,AMAT_2025_Item_7_0002_b9938f49,3253,7479,10732,62.019,18,25,ok
AMAT,2025,Item_7,AMAT_2025_Item_7_0005_85571ecf,3109,6730,9839,57.416,14,6,ok
AMAT,2025,Item_7,AMAT_2025_Item_7_0004_5381cb2a,3181,9515,12696,68.726,23,31,ok
AMAT,2025,Item_7,AMAT_2025_Item_7_0008_90da4948,2911,4501,7412,37.685,10,4,ok
AMAT,2025,Item_7,AMAT_2025_Item_7_0010_0cd7e48b,2891,4168,7059,33.065,15,1,ok
AMAT,2025,Item_7,AMAT_2025_Item_7_0003_f91cee55,3362,11022,14384,83.951,36,20,ok
AMAT,2025,Item_7,AMAT_2025_Item_7_0009_e983627d,2981,5177,8158,41.128,14,1,ok
AMAT,2025,Item_7,AMAT_2025_Item_7_0011_e94d1a5c,2597,5864,8461,43.059,17,10,ok
