ticker,fiscal_year,section,chunk_id,prompt_tokens,completion_tokens,total_tokens,latency_sec,n_nodes,n_relationships,status
TXN,2025,Item_7,TXN_2025_Item_7_0001_a2912384,3077,6088,9165,51.827,20,10,ok
TXN,2025,Item_7,TXN_2025_Item_7_0003_28a5b090,2903,4090,6993,35.743,11,3,ok
TXN,2025,Item_7,TXN_2025_Item_7_0004_f3f15b6c,2766,4355,7121,37.406,9,3,ok
TXN,2025,Item_7,TXN_2025_Item_7_0002_6173d1d7,3066,10139,13205,79.31,36,39,ok
TXN,2026,Item_1,TXN_2026_Item_1_0003_f5a71089,2687,1404,4091,10.877,7,6,ok
TXN,2026,Item_1,TXN_2026_Item_1_0001_6128078c,2717,1277,3994,11.807,5,4,ok
TXN,2026,Item_1,TXN_2026_Item_1_0005_950a12f9,2468,1645,4113,15.783,3,2,ok
TXN,2026,Item_1,TXN_2026_Item_1_0002_48d5a01a,2757,2166,4923,17.738,10,9,ok
TXN,2026,Item_1,TXN_2026_Item_1_0000_a71d1ea9,2705,2333,5038,20.848,6,5,ok
TXN,2026,Item_1,TXN_2026_Item_1_0004_9cd282b9,2782,2638,5420,23.71,4,3,ok
TXN,2026,Item_1A,TXN_2026_Item_1A_0001_f6755455,2639,3682,6321,32.281,7,5,ok
TXN,2026,Item_1A,TXN_2026_Item_1A_0004_7a892d5d,2814,2051,4865,17.5,6,5,ok
TXN,2026,Item_1A,TXN_2026_Item_1A_0002_e185018a,2739,4486,7225,38.017,10,9,ok
TXN,2026,Item_1A,TXN_2026_Item_1A_0000_40ccae72,2703,5734,8437,49.16,9,6,ok
TXN,2026,Item_1A,TXN_2026_Item_1A_0005_afa8da10,2820,3846,6666,32.33,7,2,ok
TXN,2026,Item_1A,TXN_2026_Item_1A_0007_72fa4645,2734,3007,5741,30.796,4,0,ok
TXN,2026,Item_1A,TXN_2026_Item_1A_0006_ea2cd01f,2866,5417,8283,41.201,10,10,ok
TXN,2026,Item_1A,TXN_2026_Item_1A_0008_33ab24db,2858,3747,6605,29.965,32,4,ok
TXN,2026,Item_7,TXN_2026_Item_7_0000_d2ee12ae,2851,3751,6602,29.99,11,12,ok
TXN,2026,Item_7,TXN_2026_Item_7_0005_e14b7b05,2463,1431,3894,15.047,0,0,ok
TXN,2026,Item_7,TXN_2026_Item_7_0004_8c31d294,3012,4036,7048,35.374,11,3,ok
TXN,2026,Item_7,TXN_2026_Item_7_0001_6247abe6,3037,5956,8993,45.587,19,24,ok
TXN,2026,Item_1A,TXN_2026_Item_1A_0003_9870c84d,2687,12193,14880,90.059,28,13,ok
TXN,2026,Item_7,TXN_2026_Item_7_0003_5aa2b66a,3096,12513,15609,96.26,32,16,ok
TXN,2026,Item_7,TXN_2026_Item_7_0002_be662b32,3214,21176,24390,260.797,51,69,ok
